J_Peri,,Sample 2,,Sample 3,,Sample 4_EX_290.00,,Sample 4_EX_295.00,,Sample 4_EX_305.00,,Sample 4_EX_315.00,,Sample 4_EX_325.00,,Sample 4_EX_335.00,,Sample 4_EX_345.00,,Sample 4_EX_355.00,,Sample 4_EX_365.00,,Sample 4_EX_375.00,,Sample 4_EX_385.00,,Sample 4_EX_395.00,,Sample 4_EX_405.00,,Sample 4_EX_415.00,,Sample 4_EX_425.00,,Sample 4_EX_435.00,,Sample 4_EX_445.00,,Sample 4_EX_455.00,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
560,5.483076096,560,274.0083618,560,249.1805573,560,156.5470886,560,180.2310028,560,195.7488403,560,180.6571503,560,178.4133301,560,184.384903,560,194.1319885,560,205.2716522,560,220.5308228,560,248.8001862,560,244.8071899,560,208.1091766,560,188.8162842,560,200.4974518,560,223.4338684,560,249.3887024,560,268.5858154,560,284.6709595
561.039978,5.409497738,561.039978,269.25,561.039978,242.2565002,561.039978,156.0316162,561.039978,174.6454926,561.039978,205.9293213,561.039978,191.3170929,561.039978,174.7574615,561.039978,187.72789,561.039978,195.136734,561.039978,208.3339539,561.039978,218.5175934,561.039978,246.6118317,561.039978,243.0428619,561.039978,206.0074158,561.039978,186.7433624,561.039978,197.279007,561.039978,217.6128845,561.039978,241.8677521,561.039978,269.4130554,561.039978,276.5444946
561.9400024,5.232507229,561.9400024,267.1178589,561.9400024,240.9691925,561.9400024,156.6671906,561.9400024,169.1276398,561.9400024,197.7440948,561.9400024,186.2533722,561.9400024,176.3986511,561.9400024,176.6107025,561.9400024,190.7718353,561.9400024,197.4755707,561.9400024,203.7189331,561.9400024,233.0984802,561.9400024,240.8417816,561.9400024,201.3014526,561.9400024,181.9977264,561.9400024,197.287384,561.9400024,213.4186554,561.9400024,236.4962616,561.9400024,260.7937012,561.9400024,261.8347778
562.9799805,5.109130859,562.9799805,259.2479553,562.9799805,234.1662903,562.9799805,158.128418,562.9799805,176.9838104,562.9799805,195.3132324,562.9799805,181.9886475,562.9799805,171.2219543,562.9799805,169.3679352,562.9799805,179.1781464,562.9799805,204.0807037,562.9799805,204.6255493,562.9799805,237.5130615,562.9799805,233.4522095,562.9799805,198.5796814,562.9799805,182.5631409,562.9799805,196.4059296,562.9799805,207.9525909,562.9799805,232.7771606,562.9799805,255.4774323,562.9799805,263.4568481
564.0200195,4.971758366,564.0200195,253.0563812,564.0200195,229.9019318,564.0200195,171.8301697,564.0200195,178.8691559,564.0200195,196.2615356,564.0200195,182.3493652,564.0200195,165.5412445,564.0200195,168.8479919,564.0200195,180.5583801,564.0200195,191.6478119,564.0200195,200.2267761,564.0200195,227.5775146,564.0200195,232.1005707,564.0200195,190.688446,564.0200195,171.8351898,564.0200195,187.5422058,564.0200195,206.2288208,564.0200195,223.2599792,564.0200195,248.430191,564.0200195,254.1194305
565.0700073,5.112086773,565.0700073,248.7557373,565.0700073,222.9163513,565.0700073,195.4035034,565.0700073,176.8199921,565.0700073,195.7222595,565.0700073,179.8016205,565.0700073,165.7494049,565.0700073,158.1307373,565.0700073,171.9437866,565.0700073,186.7632751,565.0700073,191.5490417,565.0700073,225.2476044,565.0700073,219.7192535,565.0700073,191.831131,565.0700073,167.9068298,565.0700073,185.1849213,565.0700073,199.0254364,565.0700073,220.4685974,565.0700073,248.5548553,565.0700073,245.5568542
565.9699707,5.10902977,565.9699707,243.4382019,565.9699707,218.6235657,565.9699707,242.8656158,565.9699707,176.3695374,565.9699707,193.0444641,565.9699707,170.7945557,565.9699707,160.3083954,565.9699707,161.8759766,565.9699707,175.7472382,565.9699707,192.0416565,565.9699707,197.1429596,565.9699707,218.8164368,565.9699707,218.2478638,565.9699707,182.6830902,565.9699707,166.7082367,565.9699707,188.3702087,565.9699707,198.5227966,565.9699707,220.5253143,565.9699707,241.2956848,565.9699707,245.4698639
567.0100098,4.910389423,567.0100098,238.833847,567.0100098,213.0905762,567.0100098,306.539032,567.0100098,186.3568878,567.0100098,195.387207,567.0100098,174.1419373,567.0100098,150.2463989,567.0100098,163.9069977,567.0100098,176.7925262,567.0100098,182.1298218,567.0100098,192.7793427,567.0100098,219.7259979,567.0100098,214.5145721,567.0100098,181.6957245,567.0100098,165.2447815,567.0100098,180.7250519,567.0100098,192.8960419,567.0100098,209.6170502,567.0100098,232.5647888,567.0100098,242.4867096
568.0499878,4.842431068,568.0499878,234.8287811,568.0499878,207.6127014,568.0499878,458.0321655,568.0499878,178.9748383,568.0499878,199.3321381,568.0499878,179.0863495,568.0499878,156.224472,568.0499878,167.2371979,568.0499878,172.7059937,568.0499878,177.8500824,568.0499878,183.6291504,568.0499878,214.4592285,568.0499878,212.1564484,568.0499878,178.1815338,568.0499878,162.2010345,568.0499878,176.3383484,568.0499878,191.1860046,568.0499878,207.9264374,568.0499878,229.8075104,568.0499878,233.6903534
568.9500122,4.645862103,568.9500122,227.6585846,568.9500122,204.4255066,568.9500122,658.744812,568.9500122,184.1825867,568.9500122,197.0014648,568.9500122,174.1045074,568.9500122,152.9888916,568.9500122,157.2221375,568.9500122,164.5578766,568.9500122,176.7076416,568.9500122,180.493576,568.9500122,212.4781189,568.9500122,209.3346252,568.9500122,172.6212311,568.9500122,155.1362762,568.9500122,180.1388702,568.9500122,182.6959229,568.9500122,205.4608154,568.9500122,225.0305786,568.9500122,227.0755157
570,4.253089428,570,219.3797455,570,201.204483,570,926.6556396,570,183.6670837,570,198.5807648,570,175.7319946,570,153.1842957,570,152.9166565,570,169.4690247,570,172.7086487,570,177.7498322,570,198.1499329,570,203.1591797,570,162.3068542,570,151.6930237,570,171.0473938,570,182.6186371,570,197.6116791,570,218.9446259,570,227.0600739
571.0200195,4.437200546,571.0200195,218.4302216,571.0200195,195.1585083,571.0200195,1000,571.0200195,194.5598907,571.0200195,197.2932281,571.0200195,168.1932831,571.0200195,152.6438141,571.0200195,149.6595764,571.0200195,162.498642,571.0200195,169.814621,571.0200195,180.852951,571.0200195,202.2560425,571.0200195,198.0287933,571.0200195,164.8971252,571.0200195,149.2759857,571.0200195,169.2412872,571.0200195,177.92453,571.0200195,189.1515656,571.0200195,218.1600037,571.0200195,222.7838287
572.0499878,4.219475269,572.0499878,212.1472473,572.0499878,190.5546265,572.0499878,1000,572.0499878,186.6571045,572.0499878,202.0071716,572.0499878,165.7836914,572.0499878,148.8579407,572.0499878,154.2808533,572.0499878,160.8175964,572.0499878,160.8214264,572.0499878,167.7931366,572.0499878,187.096405,572.0499878,192.0130005,572.0499878,162.5287018,572.0499878,146.5407104,572.0499878,159.012558,572.0499878,170.4248352,572.0499878,186.141571,572.0499878,212.0199738,572.0499878,214.5869904
572.9400024,4.169878483,572.9400024,207.9081116,572.9400024,188.7721558,572.9400024,1000,572.9400024,200.3918457,572.9400024,215.1528778,572.9400024,167.5846558,572.9400024,145.1280975,572.9400024,148.6929474,572.9400024,159.3569946,572.9400024,156.1408997,572.9400024,173.5048981,572.9400024,196.6177979,572.9400024,189.7476349,572.9400024,161.4663849,572.9400024,144.3183899,572.9400024,157.1223145,572.9400024,170.1464233,572.9400024,186.9759064,572.9400024,205.565567,572.9400024,209.3433533
573.9699707,3.969788551,573.9699707,204.7219849,573.9699707,183.2178345,573.9699707,1000,573.9699707,214,573.9699707,218.4892578,573.9699707,169.3262177,573.9699707,147.4526215,573.9699707,152.652832,573.9699707,151.5606995,573.9699707,156.7200928,573.9699707,163.9992981,573.9699707,183.1943054,573.9699707,177.3439178,573.9699707,151.6539612,573.9699707,136.9491425,573.9699707,150.9918976,573.9699707,164.4921417,573.9699707,173.0146942,573.9699707,199.240387,573.9699707,206.0694427
575,4.12805748,575,198.1924133,575,179.0720367,575,1000,575,254.0460815,575,203.4376526,575,168.3320923,575,145.1057739,575,146.8191986,575,147.8199768,575,145.0957947,575,158.9369202,575,173.8088684,575,178.8899078,575,146.6048889,575,135.2713928,575,144.4207153,575,159.876358,575,177.3385925,575,197.1534119,575,203.7951202
576.0200195,3.851299763,576.0200195,195.2836456,576.0200195,174.7834473,576.0200195,1000,576.0200195,317.171814,576.0200195,216.0610199,576.0200195,172.3968811,576.0200195,145.4315948,576.0200195,134.9785156,576.0200195,155.1771393,576.0200195,148.1429596,576.0200195,154.5068817,576.0200195,171.4870148,576.0200195,175.8049469,576.0200195,145.2550507,576.0200195,133.9642029,576.0200195,138.4684143,576.0200195,154.8424377,576.0200195,173.3617859,576.0200195,193.2202606,576.0200195,194.5423431
577.0499878,3.796035767,577.0499878,189.4117737,577.0499878,168.4234772,577.0499878,1000,577.0499878,409.2655029,577.0499878,217.4545441,577.0499878,169.9943848,577.0499878,138.9182129,577.0499878,148.5997467,577.0499878,148.9762726,577.0499878,145.6139221,577.0499878,151.3510742,577.0499878,167.5079498,577.0499878,167.7844849,577.0499878,146.5624542,577.0499878,130.032547,577.0499878,135.6017761,577.0499878,151.4721375,577.0499878,163.7923279,577.0499878,186.0844879,577.0499878,187.1742554
577.9400024,3.743906736,577.9400024,186.058548,577.9400024,168.0191193,577.9400024,1000,577.9400024,538.4552612,577.9400024,217.8193512,577.9400024,175.7826996,577.9400024,136.8398743,577.9400024,133.6694031,577.9400024,139.2471008,577.9400024,148.5369873,577.9400024,150.9518585,577.9400024,168.9733887,577.9400024,164.6785278,577.9400024,135.6273193,577.9400024,123.6991653,577.9400024,134.4875946,577.9400024,150.7163391,577.9400024,162.0146027,577.9400024,181.5984497,577.9400024,190.2136688
578.9699707,3.578277349,578.9699707,180.3831024,578.9699707,162.7122345,578.9699707,1000,578.9699707,773.5194702,578.9699707,223.747345,578.9699707,177.243454,578.9699707,141.0744476,578.9699707,134.848526,578.9699707,137.9361115,578.9699707,139.0921936,578.9699707,146.5940857,578.9699707,161.9840393,578.9699707,157.5703583,578.9699707,136.6585083,578.9699707,122.2534561,578.9699707,130.3225555,578.9699707,146.9135132,578.9699707,160.9373322,578.9699707,175.868454,578.9699707,183.9180603
580,3.566823721,580,175.5501251,580,158.7961426,580,1000,580,1000,580,237.4264374,580,179.4148865,580,141.7373505,580,136.322403,580,139.1631927,580,141.4605713,580,143.4652557,580,155.5362549,580,161.8019714,580,136.6658783,580,119.6391373,580,125.4882813,580,142.1731567,580,152.3085022,580,173.4472961,580,175.3654327
581.0200195,3.398584843,581.0200195,170.6174164,581.0200195,153.2032166,581.0200195,1000,581.0200195,1000,581.0200195,243.76091,581.0200195,170.5919189,581.0200195,139.9560547,581.0200195,135.3409729,581.0200195,138.7475128,581.0200195,144.2263031,581.0200195,138.9203949,581.0200195,160.8989258,581.0200195,153.6629333,581.0200195,129.659256,581.0200195,115.9187927,581.0200195,127.4719543,581.0200195,142.3769836,581.0200195,150.9284515,581.0200195,169.6424561,581.0200195,174.1590118
582.0499878,3.459825993,582.0499878,168.1680298,582.0499878,151.99263,582.0499878,1000,582.0499878,1000,582.0499878,241.3317719,582.0499878,178.6765289,582.0499878,132.8886566,582.0499878,134.1056671,582.0499878,131.2075958,582.0499878,128.5690155,582.0499878,135.8544006,582.0499878,150.7427826,582.0499878,155.4334717,582.0499878,121.0077209,582.0499878,109.9295654,582.0499878,123.7706146,582.0499878,138.017868,582.0499878,145.6808014,582.0499878,160.3708954,582.0499878,172.6000977
582.9400024,3.209413052,582.9400024,163.1593323,582.9400024,147.6576233,582.9400024,1000,582.9400024,1000,582.9400024,248.0725098,582.9400024,170.8392944,582.9400024,141.687027,582.9400024,136.1495209,582.9400024,133.3121338,582.9400024,127.396492,582.9400024,134.5423584,582.9400024,142.9092865,582.9400024,151.9281311,582.9400024,121.5855408,582.9400024,110.3619308,582.9400024,120.3499756,582.9400024,137.370285,582.9400024,146.6217651,582.9400024,160.8209534,582.9400024,168.0517273
583.9699707,3.04258132,583.9699707,159.1555786,583.9699707,144.9701996,583.9699707,1000,583.9699707,1000,583.9699707,261.538208,583.9699707,170.5467682,583.9699707,135.5484009,583.9699707,123.0425568,583.9699707,128.2281647,583.9699707,128.4453735,583.9699707,130.625,583.9699707,146.3565063,583.9699707,146.9902802,583.9699707,120.8810272,583.9699707,107.4070969,583.9699707,116.2657318,583.9699707,130.8261414,583.9699707,142.6514435,583.9699707,155.2076263,583.9699707,158.1466675
585,3.076452732,585,154.2404175,585,141.3862457,585,1000,585,1000,585,254.404068,585,172.6828003,585,142.6629181,585,125.7846832,585,124.4567032,585,125.4559479,585,128.2481232,585,142.5358429,585,140.272171,585,119.442009,585,106.6442337,585,114.7086945,585,126.0814972,585,135.5636139,585,151.8058929,585,156.8830872
586.0200195,3.015313625,586.0200195,152.6474762,586.0200195,138.6354523,586.0200195,1000,586.0200195,1000,586.0200195,278.8410034,586.0200195,184.7549591,586.0200195,136.9275055,586.0200195,124.6691666,586.0200195,128.9349976,586.0200195,122.6765823,586.0200195,123.3164444,586.0200195,139.5614471,586.0200195,140.6682281,586.0200195,117.2973709,586.0200195,104.0484314,586.0200195,108.3827057,586.0200195,124.7975998,586.0200195,136.9211731,586.0200195,153.0139008,586.0200195,153.7143097
587.0499878,3.026277781,587.0499878,148.2614136,587.0499878,140.0561371,587.0499878,1000,587.0499878,1000,587.0499878,292.2519226,587.0499878,188.3710938,587.0499878,142.5050201,587.0499878,133.4035187,587.0499878,122.4614258,587.0499878,121.5675278,587.0499878,124.2001038,587.0499878,135.882309,587.0499878,136.8618622,587.0499878,112.2720184,587.0499878,102.7011719,587.0499878,112.5604553,587.0499878,122.7826004,587.0499878,133.2225037,587.0499878,142.8133698,587.0499878,145.9907532
587.9400024,2.87691021,587.9400024,144.3668976,587.9400024,138.5708923,587.9400024,1000,587.9400024,1000,587.9400024,314.593689,587.9400024,186.0534821,587.9400024,139.7986298,587.9400024,127.404335,587.9400024,123.4637756,587.9400024,120.2424469,587.9400024,121.1192474,587.9400024,138.9179688,587.9400024,129.1215515,587.9400024,107.907486,587.9400024,97.98640442,587.9400024,109.2182999,587.9400024,117.6213837,587.9400024,127.7074509,587.9400024,143.5908203,587.9400024,147.2103424
588.9699707,2.830384016,588.9699707,140.8213348,588.9699707,137.077301,588.9699707,1000,588.9699707,1000,588.9699707,333.7451172,588.9699707,194.4898834,588.9699707,144.2284088,588.9699707,128.5825806,588.9699707,126.3078461,588.9699707,119.3229218,588.9699707,118.0132217,588.9699707,130.8384705,588.9699707,134.1504364,588.9699707,108.7100677,588.9699707,99.58866882,588.9699707,103.5946655,588.9699707,114.2990112,588.9699707,126.4287643,588.9699707,137.8127899,588.9699707,143.7329865
590,2.853565216,590,136.9447784,590,134.0862732,590,1000,590,1000,590,358.4389343,590,202.6842651,590,140.282196,590,135.8854675,590,127.8444366,590,120.2269363,590,119.2613525,590,122.9074936,590,129.3127899,590,107.9637604,590,95.67891693,590,100.833107,590,111.2787628,590,123.2546387,590,133.3214417,590,139.1340179
591.0200195,2.619999409,591.0200195,132.8096466,591.0200195,134.0011902,591.0200195,1000,591.0200195,1000,591.0200195,411.0227051,591.0200195,202.4388885,591.0200195,142.8755951,591.0200195,126.5013504,591.0200195,124.1991577,591.0200195,122.6653061,591.0200195,119.3698654,591.0200195,129.1409302,591.0200195,124.9902802,591.0200195,102.0782166,591.0200195,91.66755676,591.0200195,103.3005524,591.0200195,107.8168716,591.0200195,117.6053238,591.0200195,132.3380585,591.0200195,134.9289398
592.0499878,2.529839039,592.0499878,129.7827911,592.0499878,131.6526794,592.0499878,1000,592.0499878,1000,592.0499878,436.0828247,592.0499878,208.2241516,592.0499878,143.5900269,592.0499878,133.6920471,592.0499878,128.0445251,592.0499878,122.0273666,592.0499878,118.5379028,592.0499878,122.3178635,592.0499878,122.8987503,592.0499878,98.35758972,592.0499878,93.80380249,592.0499878,99.83030701,592.0499878,106.8331451,592.0499878,117.5874252,592.0499878,131.8931122,592.0499878,129.6893463
592.9400024,2.61862874,592.9400024,125.9960556,592.9400024,131.4953613,592.9400024,1000,592.9400024,1000,592.9400024,500.1929321,592.9400024,216.9377441,592.9400024,163.6094513,592.9400024,133.2410736,592.9400024,123.8482285,592.9400024,119.8274689,592.9400024,119.9600906,592.9400024,117.3338928,592.9400024,125.7430191,592.9400024,100.8562851,592.9400024,85.17338562,592.9400024,94.08600616,592.9400024,105.4626312,592.9400024,116.135788,592.9400024,127.0350342,592.9400024,128.4506836
593.9699707,2.567627668,593.9699707,124.9063797,593.9699707,127.6728973,593.9699707,1000,593.9699707,1000,593.9699707,614.0814209,593.9699707,229.8062439,593.9699707,157.8385925,593.9699707,144.5185699,593.9699707,127.6088791,593.9699707,115.1685791,593.9699707,115.7517395,593.9699707,112.0600739,593.9699707,115.9261017,593.9699707,95.90625763,593.9699707,88.84506226,593.9699707,92.91949463,593.9699707,101.1512299,593.9699707,112.0638962,593.9699707,120.9010773,593.9699707,126.7866516
595,2.539472103,595,120.7678223,595,125.1893005,595,1000,595,1000,595,847.8151245,595,247.0787811,595,160.5664673,595,133.5608063,595,128.7387238,595,114.4092636,595,113.7998734,595,112.7966232,595,118.5928421,595,93.97705841,595,87.46396637,595,91.25518799,595,98.96227264,595,112.1219482,595,119.2734375,595,124.0427094
596.0200195,2.434235573,596.0200195,117.5985565,596.0200195,123.0433044,596.0200195,1000,596.0200195,1000,596.0200195,1000,596.0200195,247.9795532,596.0200195,174.4511719,596.0200195,134.6417694,596.0200195,128.1914978,596.0200195,124.4737091,596.0200195,111.2958374,596.0200195,112.6590271,596.0200195,118.2719879,596.0200195,92.58717346,596.0200195,80.573349,596.0200195,86.59570313,596.0200195,95.64328766,596.0200195,108.6407623,596.0200195,120.4544754,596.0200195,119.0096893
597.0499878,2.239936113,597.0499878,115.9957733,597.0499878,118.551651,597.0499878,1000,597.0499878,1000,597.0499878,1000,597.0499878,259.5550232,597.0499878,172.5568695,597.0499878,137.8809204,597.0499878,127.7419739,597.0499878,113.7746735,597.0499878,107.8156509,597.0499878,105.2524338,597.0499878,117.7694244,597.0499878,90.2334137,597.0499878,75.75881958,597.0499878,88.25793457,597.0499878,94.19015503,597.0499878,104.7754288,597.0499878,115.965538,597.0499878,113.5185471
597.9400024,2.216118336,597.9400024,113.593071,597.9400024,115.3181992,597.9400024,1000,597.9400024,1000,597.9400024,1000,597.9400024,272.5043945,597.9400024,173.9473267,597.9400024,144.6816864,597.9400024,131.6296234,597.9400024,114.7478256,597.9400024,111.703537,597.9400024,106.6269531,597.9400024,117.076828,597.9400024,90.5213089,597.9400024,79.7015686,597.9400024,80.52893829,597.9400024,93.3289566,597.9400024,104.3544769,597.9400024,114.9228745,597.9400024,115.0601578
598.9699707,2.170573473,598.9699707,109.445343,598.9699707,111.5792618,598.9699707,1000,598.9699707,1000,598.9699707,1000,598.9699707,284.2731323,598.9699707,175.6181946,598.9699707,148.1207428,598.9699707,130.6200867,598.9699707,112.2340164,598.9699707,107.9477615,598.9699707,100.3045425,598.9699707,117.6629181,598.9699707,85.34728241,598.9699707,73.50537872,598.9699707,80.78417969,598.9699707,89.28107452,598.9699707,99.87567902,598.9699707,107.8418808,598.9699707,110.1084747
600,2.165448427,600,108.3982468,600,106.6757431,600,1000,600,1000,600,1000,600,291.6279907,600,181.4319763,600,151.9463959,600,124.4907761,600,114.331192,600,108.8759689,600,104.5065918,600,116.0968246,600,83.79128265,600,77.57308197,600,79.60240173,600,87.99025726,600,100.8328094,600,105.8375092,600,106.5261154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
